,RegionName,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,# of Bedrooms,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08
1307,11361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1650.0,1700.0,1750.0,1775.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1795.0,1775.0,1795.0,1795.0,1795.0,1795.0,1835.0,1840.0,1850.0,1845.0,1835.0,1800.0,1800.0,1800.0,1799.0,1800.0,1800.0,1825.0,1845.0,1800.0,1,0.0,0.0,0.0,0.0,0.0,0.0
1317,10471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1553.0,1625.0,1600.0,1650.0,1650.0,1750.0,1620.0,1620.0,1620.0,1607.0,1650.0,1697.5,1749.5,1750.0,1700.0,1700.0,1675.0,1675.0,1675.0,1650.0,1750.0,1750.0,1675.0,1750.0,1750.0,1675.0,1695.0,1662.5,1650.0,1662.5,1712.5,1662.5,1745.5,1741.0,1725.0,1737.5,1712.0,1750.0,1,0.0,0.0,0.0,0.0,0.0,0.0
1331,11378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1550.0,1500.0,1500.0,1600.0,1650.0,1650.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1700.0,1700.0,1700.0,1650.0,1650.0,1699.0,1650.0,1650.0,1650.0,1650.0,1600.0,1600.0,1600.0,1600.0,1600.0,1,0.0,0.0,0.0,0.0,0.0,0.0
1335,11421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1550.0,1550.0,1650.0,1525.0,1625.0,1600.0,1625.0,1649.5,1600.0,1650.0,1675.0,1687.5,1700.0,1700.0,1625.0,1650.0,1650.0,1650.0,1650.0,1650.0,1700.0,1600.0,1650.0,1700.0,1700.0,1675.0,1638.5,1650.0,1700.0,1700.0,1700.0,1625.0,1725.0,1750.0,1750.0,1700.0,1700.0,1,0.0,0.0,0.0,0.0,0.0,0.0
1367,11418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.0,1650.0,1425.0,1400.0,1450.0,1450.0,1575.0,1600.0,1500.0,1500.0,1600.0,1585.0,1600.0,1650.0,1625.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1650.0,1625.0,1525.0,1650.0,1675.0,1650.0,1600.0,1650.0,1650.0,1650.0,1700.0,1750.0,1675.0,1700.0,1695.0,1,0.0,0.0,0.0,0.0,0.0,0.0
1370,11415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1420.0,1450.0,1400.0,1425.0,1399.5,1362.5,1350.0,1375.0,1375.0,1462.5,1425.0,1450.0,1492.0,1500.0,1455.0,1475.0,1500.0,1450.0,1500.0,1500.0,1550.0,1550.0,1600.0,1595.0,1550.0,1495.0,1500.0,1550.0,1550.0,1582.5,1625.0,1650.0,1600.0,1650.0,1625.0,1600.0,1650.0,1650.0,1650.0,1650.0,1695.0,1675.0,1725.0,1750.0,1750.0,1800.0,1850.0,1800.0,1750.0,1750.0,1775.0,1800.0,1800.0,1800.0,1795.0,1795.0,1800.0,1850.0,1825.0,1800.0,1800.0,1800.0,1800.0,1800.0,1749.5,1685.0,1675.0,1700.0,1700.0,1700.0,1775.0,1750.0,1750.0,1700.0,1700.0,1675.0,1825.0,1809.0,1750.0,1757.0,1795.0,1800.0,1762.5,1750.0,1725.0,1700.0,1700.0,1750.0,1750.0,1750.0,1800.0,1797.5,1800.0,1800.0,1799.5,1,0.0,0.0,0.0,0.0,0.0,0.0
1433,11232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,1375.0,1350.0,1300.0,1275.0,1350.0,1400.0,1500.0,1500.0,1500.0,1525.0,1600.0,1650.0,1687.5,1650.0,1650.0,1600.0,1595.0,1600.0,1575.0,1500.0,1550.0,1575.0,1575.0,1600.0,1550.0,1550.0,1600.0,1595.0,1575.0,1600.0,1675.0,1700.0,1700.0,1700.0,1750.0,1700.0,1700.0,1750.0,1800.0,1962.5,1800.0,1700.0,1700.0,1725.0,1750.0,1795.0,1799.5,1750.0,1750.0,1700.0,1750.0,1725.0,1700.0,1750.0,1750.0,1750.0,1795.0,1800.0,1900.0,1875.0,1800.0,1750.0,1700.0,1700.0,1712.5,1800.0,1800.0,1800.0,1800.0,1900.0,1997.0,2300.0,2125.0,1900.0,1895.0,1800.0,1800.0,1800.0,2000.0,2224.5,2000.0,1950.0,1985.0,1900.0,1900.0,1850.0,1775.0,1750.0,1800.0,1824.5,1950.0,1950.0,1900.0,2000.0,1,0.0,0.0,0.0,0.0,0.0,0.0
1483,10018,0.0,0.0,0.0,0.0,0.0,0.0,2980.0,3070.0,3237.5,3195.0,3090.0,3095.0,3100.0,3234.5,3215.0,3200.0,3248.5,3195.0,3150.0,3200.0,3225.0,3346.0,3340.0,3295.0,3367.0,3399.0,3395.0,3325.0,3300.0,3300.0,3300.0,3321.5,3330.0,3350.0,3300.0,3390.0,3395.0,3325.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3350.0,3400.0,3440.0,3495.0,3495.0,3495.0,3503.0,3495.0,3475.0,3495.0,3595.0,3595.0,3595.0,3595.5,3595.0,3555.0,3595.0,3540.0,3475.0,3447.5,3450.0,3450.0,3450.0,3495.0,3595.0,3580.0,3320.0,3592.5,3495.0,3495.0,3475.0,3531.5,3497.5,3495.0,3531.0,3570.0,3570.0,3547.5,3590.0,3655.0,3695.0,3592.5,3570.0,3560.0,3497.0,3495.0,3570.0,3505.0,3520.0,3660.0,3652.5,3650.0,3650.0,3684.5,3640.0,3625.0,3670.0,3710.0,3795.0,3995.0,3756.0,3753.0,3754.5,3740.0,1,0.0,0.0,0.0,0.0,0.0,0.0
1493,10005,0.0,0.0,0.0,0.0,0.0,0.0,3200.0,3200.0,3200.0,3262.5,3295.0,3325.0,3350.0,3254.0,3295.0,3225.0,3300.0,3395.0,3350.0,3400.0,3450.0,3400.0,3400.0,3450.0,3490.0,3500.0,3500.0,3485.0,3457.5,3396.0,3400.0,3300.0,3311.5,3295.0,3495.0,3533.0,3450.0,3490.0,3450.0,3493.0,3400.0,3395.0,3395.0,3375.0,3400.0,3500.0,3750.0,3795.0,3750.0,3708.0,3727.5,3700.0,3772.5,3730.0,3696.5,3811.0,3750.0,3778.0,3744.0,3724.0,3750.0,3724.0,3618.0,3620.5,3643.0,3659.0,3633.0,3717.5,3673.5,3757.5,3788.0,3744.0,3643.0,3710.0,3660.5,3662.0,3710.0,3778.0,3772.0,3595.0,3791.0,3802.0,3847.5,3877.5,3795.0,3795.0,3750.0,3780.0,3802.5,3795.0,3802.0,3771.0,3795.0,3902.5,3985.0,3900.0,3795.0,3907.5,3895.0,3885.0,3868.0,3907.5,4020.0,4133.0,4469.0,4384.0,4195.0,4234.0,1,0.0,0.0,0.0,0.0,0.0,0.0
1531,10280,0.0,0.0,0.0,0.0,0.0,0.0,2800.0,2800.0,2850.0,2867.5,2900.0,3000.0,3000.0,3000.0,3000.0,2960.0,3000.0,3005.0,3000.0,3000.0,3000.0,3150.0,3100.0,3107.5,3150.0,3180.0,3180.0,3100.0,3000.0,2995.0,3000.0,3000.0,3000.0,3060.0,3000.0,3050.0,3045.0,3000.0,3000.0,3012.5,3000.0,3000.0,3042.0,3100.0,3185.0,3150.0,3107.5,3200.0,3200.0,3132.5,3000.0,3050.0,3200.0,3200.0,3250.0,3375.0,3200.0,3107.5,3326.0,3400.0,3200.0,3295.0,3200.0,3200.0,3200.0,3200.0,3200.0,3200.0,3175.0,3082.5,3150.0,3082.5,3075.0,3040.0,3087.5,3000.0,3150.0,3116.0,3095.0,3250.0,3378.0,3405.0,3345.0,3377.0,3300.0,3240.0,3208.0,3304.0,3200.0,3175.0,3144.0,3150.0,3115.0,3175.0,3200.0,3250.0,3200.0,3225.0,3200.0,3167.5,3200.0,3115.0,3250.0,3200.0,3200.0,3225.0,3200.0,3200.0,1,0.0,0.0,0.0,0.0,0.0,0.0
1544,11109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2650.0,2692.5,2700.0,2642.5,2700.0,2637.5,2650.0,2650.0,2720.0,2735.0,2765.0,2735.0,2720.0,2776.0,2744.0,2735.0,2790.0,2750.0,2722.5,2758.0,2795.0,2862.5,2852.5,2880.0,2900.0,2825.0,2795.0,2752.5,2770.0,2745.0,2770.0,2785.0,2795.0,2850.0,2930.0,2925.0,2895.0,2930.0,2900.0,2934.0,2950.0,2972.5,2950.0,2922.5,2925.0,2952.5,2962.5,2988.0,3015.0,3020.0,3025.0,3000.0,2975.0,2962.5,2995.0,2995.0,2995.0,2957.5,2950.0,2960.0,2950.0,2975.0,2960.0,2909.0,2900.0,2900.0,2902.5,2950.0,2975.0,2997.5,3002.5,3009.0,3009.0,3020.0,3000.0,2950.0,2900.5,2894.0,2900.0,2907.5,2950.0,2954.0,2953.0,2975.0,2977.5,2980.0,2995.0,2975.0,2975.0,2975.0,2984.0,2988.0,3000.0,3006.5,3015.0,3020.0,3000.0,3015.0,1,0.0,0.0,0.0,0.0,0.0,0.0
1559,10069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3700.0,3655.0,3675.0,3665.0,3680.0,3705.0,3675.0,3755.0,3817.5,3795.0,3655.0,3670.0,3792.5,3727.5,3775.0,3690.0,3670.0,3705.0,3705.0,3725.0,3860.0,3805.0,3775.0,3847.5,3872.5,3900.0,3885.0,3780.0,3845.0,3775.0,3810.0,3879.0,3989.5,3895.5,3888.0,3987.0,1,0.0,0.0,0.0,0.0,0.0,0.0
1568,10007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3795.0,3997.5,4095.0,3900.0,3847.5,3680.0,3995.0,3900.0,3975.0,3900.0,3985.0,3985.0,3925.0,3995.0,4095.0,4000.0,3900.0,3995.0,3895.0,3995.0,3995.0,3995.0,3995.0,4195.0,4195.0,4295.0,4200.0,4195.0,4195.0,4025.0,3995.0,4000.0,3995.0,3995.0,3995.0,3995.0,4000.0,4195.0,4410.0,4500.0,4495.0,4525.0,4497.5,4400.0,4295.0,4300.0,4295.0,4395.0,4500.0,4500.0,4572.5,4595.0,4462.5,4425.0,4410.0,4395.0,4325.0,4500.0,4500.0,4500.0,4500.0,4500.0,4412.5,4500.0,4500.0,4310.0,4325.0,4410.0,4425.0,4395.0,4500.0,4397.5,4490.0,4500.0,4595.0,4500.0,4395.0,4325.0,4395.0,4500.0,4487.0,4312.5,4487.0,4672.5,4695.0,4595.0,4500.0,4595.0,4595.0,4412.5,4325.0,4325.0,4457.5,4297.5,4500.0,4597.5,4595.0,4495.0,4597.5,4695.0,1,0.0,0.0,0.0,0.0,0.0,0.0
1577,10282,0.0,0.0,0.0,0.0,0.0,0.0,3367.5,3545.0,3600.0,3595.0,3675.0,3650.0,3600.0,3595.0,3575.0,3550.0,3550.0,3600.0,3600.0,3650.0,3800.0,3795.0,3950.0,3800.0,3800.0,3800.0,3797.5,3875.0,3750.0,3750.0,3795.0,3795.0,3850.0,3895.0,3895.0,3850.0,3900.0,3900.0,3950.0,3950.0,3995.0,3995.0,3995.0,4000.0,4000.0,4000.0,4195.0,4239.5,4200.0,4195.0,4250.0,4237.0,4214.5,4229.0,4250.0,4250.0,4350.0,4350.0,4300.0,4195.0,4210.0,4250.0,4272.5,4250.0,4195.0,4200.0,4185.0,4147.5,4172.5,4195.0,4135.0,4145.0,4147.5,4150.0,4135.0,4095.0,4195.0,4145.0,4197.5,4250.0,4214.5,4250.0,4250.0,4195.0,4175.0,4072.5,3995.0,3995.0,3993.0,4095.0,4110.0,4137.5,4137.5,4095.0,4200.0,4262.5,4212.0,4239.5,4250.0,4172.5,4195.0,4239.5,4195.0,4316.5,4282.5,4400.0,4295.0,4250.0,1,0.0,0.0,0.0,0.0,0.0,0.0
1580,10006,0.0,0.0,0.0,0.0,0.0,0.0,2725.0,2750.0,2805.0,2850.0,2817.0,2817.0,2831.0,2950.0,2857.0,2911.0,2850.0,2950.5,3050.0,2995.0,3000.0,3150.0,3150.0,3250.0,3250.0,3275.0,3250.0,3245.0,3175.0,3150.0,3125.0,3100.0,3100.0,3195.0,3195.0,3185.0,3150.0,3195.0,3150.0,3195.0,3195.0,3197.0,3195.0,3180.0,3200.0,3195.0,3450.0,3457.5,3400.0,3410.0,3355.0,3300.0,3350.0,3395.0,3415.0,3475.0,3387.5,3350.0,3375.0,3395.0,3395.0,3462.5,3403.5,3407.0,3343.0,3390.0,3407.0,3377.5,3355.0,3425.0,3300.0,3370.0,3375.0,3352.5,3283.5,3309.0,3412.5,3485.0,3495.0,3495.0,3595.0,3551.5,3630.0,3547.5,3545.0,3432.5,3495.0,3475.0,3375.0,3372.5,3375.0,3401.5,3500.0,3497.5,3495.0,3597.5,3525.0,3480.0,3411.0,3375.0,3477.5,3411.0,3495.0,3495.0,3547.5,3595.0,3495.0,3495.0,1,0.0,0.0,0.0,0.0,0.0,0.0
1591,10004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3195.0,3380.0,3495.0,3385.0,3225.0,3245.0,3350.0,3395.0,3395.0,3392.5,3330.0,3315.0,3275.0,3395.0,3495.0,3500.0,3500.0,3500.0,3495.0,3497.5,3535.0,3550.0,3600.0,3500.0,3500.0,3495.0,3500.0,3550.0,3500.0,3595.0,3600.0,3550.0,3500.0,3500.0,3520.0,3503.5,3500.0,3575.0,3649.0,3895.0,3722.5,3850.0,3850.0,3800.0,3687.5,3795.0,3795.0,3950.0,3845.0,3864.0,3922.5,3995.0,3881.0,3900.0,3798.0,3862.0,3795.0,3808.0,3925.0,4025.0,3928.5,3995.0,3837.5,3889.0,3825.0,3800.0,3971.0,3795.0,3812.5,3797.5,3863.0,3795.0,3795.0,3795.0,3825.0,3800.0,3797.5,3795.0,3872.5,3825.0,3812.5,3830.0,3797.5,3885.0,3881.0,3845.0,3895.0,3950.0,3875.0,3950.0,3850.0,3875.0,3837.5,3850.0,3850.0,3878.5,3959.5,3959.5,3911.5,3875.0,3837.5,1,0.0,0.0,0.0,0.0,0.0,0.0
0,10025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2850.0,2972.5,3150.0,3000.0,2995.0,3000.0,3000.0,3000.0,3195.0,3200.0,3000.0,3150.0,3400.0,3500.0,3500.0,3500.0,3350.0,3300.0,3400.0,3200.0,3200.0,3200.0,3100.0,3200.0,3295.0,3225.0,3250.0,3285.0,3300.0,3300.0,3325.0,3350.0,3347.5,3295.0,3500.0,3400.0,3650.0,3750.0,3700.0,3600.0,3599.0,3500.0,3500.0,3449.0,3499.0,3500.0,3500.0,3400.0,3600.0,3700.0,3670.0,3500.0,3681.0,3795.0,3534.0,3600.0,3522.5,3500.0,3400.0,3500.0,3547.5,3500.0,3500.0,3497.5,3500.0,3500.0,3500.0,3500.0,3500.0,3450.0,3400.0,3395.0,3500.0,3500.0,3600.0,3550.0,3600.0,3567.0,3500.0,3500.0,3550.0,3500.0,3500.0,3500.0,3500.0,3500.0,3550.0,3500.0,3500.0,3500.0,3497.5,3500.0,3600.0,3470.0,3400.0,3450.0,2,0.0,0.0,0.0,0.0,0.0,0.0
2,10023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5115.0,5200.0,5097.5,5097.5,5000.0,5195.0,4937.5,5000.0,5450.0,5232.5,5000.0,4950.0,5000.0,5079.0,4900.0,5000.0,5022.5,5045.0,5000.0,5000.0,4937.5,4995.0,4900.0,4625.0,4962.5,4900.0,4800.0,4875.0,4800.0,4800.0,4900.0,4897.5,4900.0,4961.5,4937.5,4900.0,4825.0,5000.0,5100.0,5000.0,4950.0,5080.0,5200.0,4925.0,4800.0,4912.5,4950.0,4950.0,4995.0,5000.0,5000.0,4937.5,4800.0,4800.0,4860.0,4750.0,4840.0,4900.0,4900.0,4972.5,5228.5,2,0.0,0.0,0.0,0.0,0.0,0.0
8,10002,0.0,0.0,0.0,0.0,0.0,2595.0,2595.0,2600.0,2675.0,2750.0,2725.0,2850.0,2850.0,2995.0,3050.0,3300.0,3197.5,3000.0,3072.5,3000.0,3095.0,3100.0,3000.0,3045.0,3100.0,3195.0,3100.0,3095.0,3100.0,3100.0,3195.0,3200.0,3200.0,3250.0,3200.0,3100.0,3100.0,3099.0,3100.0,3100.0,3100.0,3100.0,3100.0,3150.0,3200.0,3237.5,3200.0,3250.0,3200.0,3195.0,3250.0,3285.0,3150.0,3200.0,3200.0,3300.0,3229.0,3300.0,3300.0,3295.0,3300.0,3295.0,3300.0,3200.0,3300.0,3400.0,3400.0,3300.0,3300.0,3450.0,3204.0,3300.0,3300.0,3200.0,3395.0,3199.5,3200.0,3300.0,3300.0,3300.0,3400.0,3397.5,3295.0,3295.0,3250.0,3200.0,3100.0,3095.0,3100.0,3099.0,3208.0,3295.0,3275.0,3250.0,3250.0,3392.0,3395.0,3450.0,3400.0,3375.0,3450.0,3349.0,3395.0,3350.0,3425.0,3466.5,3400.0,3466.5,2,0.0,0.0,0.0,0.0,0.0,0.0
9,10467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1425.0,1400.0,1400.0,1400.0,1400.0,1400.0,1372.5,1400.0,1395.0,1400.0,1400.0,1400.0,1450.0,1400.0,1450.0,1395.0,1475.0,1450.0,1400.0,1450.0,1450.0,1472.5,1500.0,1500.0,1500.0,1490.0,1462.5,1450.0,1450.0,1450.0,1450.0,1450.0,1450.0,1495.0,1400.0,1450.0,1450.0,1450.0,1425.0,1475.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1530.0,1500.0,1500.0,1550.0,1500.0,1500.0,1537.5,1550.0,1575.0,1600.0,1600.0,1550.0,1600.0,1595.0,1650.0,1630.0,1650.0,1650.0,1650.0,1650.0,1694.0,1695.0,1695.0,1725.0,1750.0,1750.0,1700.0,1700.0,1795.0,1795.0,1750.0,1750.0,1800.0,1795.0,1750.0,1800.0,1782.0,1750.0,1759.0,1750.0,1750.0,1795.0,1750.0,1795.0,1800.0,1800.0,1825.0,1850.0,1892.0,1900.0,2,0.0,0.0,0.0,0.0,0.0,0.0
10,11226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1575.0,1550.0,1550.0,1550.0,1500.0,1500.0,1562.5,1625.0,1500.0,1499.0,1500.0,1500.0,1600.0,1550.0,1600.0,1600.0,1600.0,1550.0,1550.0,1587.5,1500.0,1650.0,1650.0,1700.0,1708.0,1700.0,1750.0,1800.0,1800.0,1700.0,1750.0,1800.0,1800.0,1799.0,1800.0,1800.0,1850.0,1900.0,1900.0,1900.0,1900.0,1875.0,1850.0,1899.0,1899.0,1900.0,1900.0,1950.0,1950.0,1982.5,2000.0,2000.0,2099.5,2000.0,1999.0,1999.0,1975.0,1995.0,2000.0,2000.0,2100.0,2100.0,2000.0,2100.0,2250.0,2150.0,1975.0,1995.0,1974.5,1990.0,1997.0,1999.0,2000.0,2000.0,2150.0,2100.0,2050.0,2008.0,1995.0,2095.0,2100.0,2124.5,2100.0,2100.0,2195.0,2215.0,2307.0,2295.0,2200.0,2137.5,2195.0,2219.0,2200.0,2175.0,2199.5,2200.0,2290.0,2250.0,2200.0,2,0.0,0.0,0.0,0.0,0.0,0.0
13,10016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4595.0,4500.0,4500.0,4595.0,4599.0,4500.0,4439.0,4502.5,4684.0,4500.0,4500.0,4295.0,4250.0,4295.0,4200.0,4300.0,4495.0,4395.0,4395.0,4295.0,4197.5,4272.5,4200.0,4100.0,4272.5,4295.0,4200.0,4197.5,4195.0,4200.0,4250.0,4250.0,4250.0,4300.0,4200.0,4146.5,4195.0,4245.0,4295.0,4200.0,4295.0,4312.0,4460.5,4295.0,4295.0,4500.0,4200.0,4200.0,4300.0,4295.0,4338.0,4295.0,4295.0,4200.0,4247.0,4200.0,4295.0,4295.0,4295.0,4495.0,4497.0,2,0.0,0.0,0.0,0.0,0.0,0.0
16,11235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1700.0,1700.0,1700.0,1725.0,1712.5,1650.0,1637.5,1650.0,1600.0,1625.0,1700.0,1652.5,1650.0,1700.0,1700.0,1700.0,1712.5,1797.5,1800.0,1800.0,1825.0,1795.0,1800.0,1800.0,1800.0,1850.0,1800.0,1800.0,1800.0,1825.0,1850.0,1800.0,1800.0,1800.0,1800.0,1862.5,1895.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,2000.0,2025.0,2200.0,2000.0,2025.0,2200.0,2100.0,2100.0,2150.0,2100.0,2050.0,2025.0,2050.0,2100.0,2150.0,2125.0,2100.0,2075.0,2150.0,2225.0,2200.0,2250.0,2200.0,2200.0,2200.0,2275.0,2250.0,2300.0,2300.0,2225.0,2225.0,2275.0,2250.0,2250.0,2200.0,2200.0,2200.0,2200.0,2250.0,2250.0,2249.5,2199.0,2199.0,2200.0,2275.0,2300.0,2300.0,2282.5,2200.0,2200.0,2200.0,2200.0,2259.0,2,0.0,0.0,0.0,0.0,0.0,0.0
17,11375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1999.0,1962.5,1975.0,1850.0,1875.0,2007.5,1995.0,2050.0,2110.0,2050.0,1950.0,2000.0,2000.0,2100.0,2195.0,2162.5,2050.0,2100.0,2100.0,2081.5,2100.0,2124.5,2150.0,2172.5,2250.0,2295.0,2325.0,2350.0,2300.0,2395.0,2385.0,2350.0,2350.0,2300.0,2300.0,2385.0,2350.0,2395.0,2395.0,2400.0,2400.0,2400.0,2400.0,2395.0,2395.0,2395.0,2495.0,2500.0,2415.0,2415.0,2495.0,2400.0,2450.0,2499.0,2495.0,2450.0,2500.0,2495.0,2495.0,2400.0,2400.0,2350.0,2500.0,2500.0,2500.0,2500.0,2495.0,2499.5,2500.0,2500.0,2497.5,2400.0,2450.0,2400.0,2400.0,2395.0,2395.0,2395.0,2395.0,2400.0,2462.5,2395.0,2495.0,2400.0,2395.0,2495.0,2450.0,2450.0,2395.0,2360.0,2395.0,2362.5,2350.0,2325.0,2350.0,2400.0,2495.0,2550.0,2600.0,2,0.0,0.0,0.0,0.0,0.0,0.0
